A,B,C,D,E,F
1.1013,-2.1820,0.0482,1.0038,1.5880,11.7380
8.8916,9.3841,0.9515,-0.9788,0.9604,0.7076
10.6030,-1.2311,-0.3794,9.6676,0.3017,13.5440
11.2340,1.8477,8.5058,0.7192,8.8224,-0.4952
11.9610,11.5480,10.4210,-2.3040,2.1924,11.9890
2.2976,-0.8425,9.9640,10.2550,-2.0268,11.1500
11.5060,7.9563,1.2090,-0.0197,10.0700,-2.1555
0.0064,9.1132,12.6090,-1.1494,0.3157,8.0923
11.7740,-0.2342,-0.7656,10.2670,0.4818,0.5295
-1.9154,8.5358,1.5270,9.6074,0.8108,1.2516
12.6260,10.2310,0.9157,2.3959,8.0863,-1.5645
1.3425,10.2360,9.9510,0.9039,2.5417,11.9130
9.1645,9.4325,-1.7246,0.6318,9.1150,3.6719
8.3938,-1.2079,0.7837,12.3000,9.8098,-1.5580
-1.1721,-3.2417,2.5344,12.7990,2.0408,2.0274
2.0050,2.2456,0.5939,8.7972,9.8906,0.6216
0.3130,9.2969,10.7870,9.9889,-0.4929,6.3231
-0.6179,-1.8953,0.8539,8.1032,2.2030,11.1630
8.1110,10.3660,2.7351,5.8058,1.1038,11.6390
9.5277,12.6640,-0.3490,-3.2485,10.2980,11.0640
0.2641,2.1234,11.9770,0.8077,-1.1157,10.9140
11.2180,7.2708,8.2005,9.9443,9.7010,8.4918
0.3833,1.5749,3.1508,1.5105,-0.8229,0.8643
2.0447,1.3762,-2.5222,-1.3071,9.8591,8.3162
-1.1299,1.9340,9.1334,10.6290,13.5530,0.8621
2.1211,8.6245,1.9434,8.7019,0.7406,-0.6113
10.6520,0.9253,9.2983,12.3820,1.3030,-1.7356
2.7285,-1.6297,11.0190,9.2457,-0.3158,9.0658
6.9666,10.0890,1.8895,0.7729,13.1540,8.4734
12.3060,10.1060,1.7344,9.1857,9.6678,11.6150
0.7396,-1.4276,-0.5781,11.0180,7.7997,1.0301
0.0717,-0.3376,10.8580,11.0350,8.8399,-0.9555
1.9010,-1.1805,10.9610,9.5298,1.3141,0.2379
10.5230,1.3212,0.5573,-0.2344,2.3716,10.9580
3.0844,9.6766,11.3470,1.0729,2.7721,-2.0518
14.3410,12.8290,7.9396,12.3270,1.1981,2.9514
5.4034,1.8018,-1.5391,10.3210,2.1285,9.9594
11.1360,0.9836,-1.2897,-1.5106,8.1243,0.3956
-0.4426,-2.4682,7.0917,-1.5800,-2.1374,-3.2169
1.6723,1.2337,-1.1470,-1.4358,8.6697,1.0854
0.9992,0.3176,-4.8627,8.2012,9.2805,10.1740
11.6130,10.5050,-0.4139,8.1364,-0.5622,10.3910
0.3085,0.9499,13.2910,10.3310,-0.1894,3.0867
0.6506,-0.8129,-1.5021,1.2515,-0.1127,-2.6385
-0.2542,1.6164,0.2947,-1.9495,8.9609,1.7074
-1.6114,6.9874,0.2445,10.8730,8.9044,7.0526
-1.8763,8.7598,0.3287,12.8190,9.5544,-1.9449
-0.3484,-3.1447,1.8349,10.6240,7.8778,0.1230
1.7047,2.3283,8.5655,10.1260,12.7760,9.6497
-0.2075,11.3610,9.1983,10.2280,-1.5220,-1.5246
9.9503,7.2656,0.2263,10.5220,11.5330,10.1210
-0.9005,10.5180,9.5842,-0.6116,1.7198,8.0736
-2.5902,0.0407,8.8455,1.8011,2.4374,1.0868
11.7570,-1.2277,1.9408,6.8994,7.9231,-1.4015
8.2965,-2.1714,8.7163,9.4981,11.1660,11.3920
-0.1157,-1.7746,1.2917,9.9369,-0.0709,-0.6737
11.6260,8.2774,1.9014,0.4832,-2.0230,-0.9685
1.1896,11.2980,0.7594,-1.3593,-0.6021,9.6166
7.4418,-3.4105,2.3864,10.9950,2.2901,-1.2711
9.3353,11.8390,1.1513,10.0780,9.5602,8.0382
10.5190,-0.0775,-0.3650,-1.3042,8.2039,10.5170
1.7804,0.0324,0.8674,10.6450,-1.7846,-1.0551
8.4084,14.9680,0.1874,1.4667,2.2687,0.6227
8.5498,-1.2525,0.6480,11.3700,0.7025,10.4120
9.8469,11.0220,-1.5738,-0.8442,8.6338,9.5766
11.5690,-0.8262,1.2509,8.8561,12.1660,-1.4207
-0.2005,0.9025,9.5329,-0.8905,11.6400,3.4595
-1.1323,-1.4638,11.0700,14.1870,11.2180,-0.8806
12.6580,8.4591,-1.3470,8.0003,-1.5636,0.8542
8.6279,0.8016,6.6254,9.0284,-1.3124,1.8830
3.0407,0.3790,0.8593,0.7829,-1.8920,10.7450
0.4999,10.3010,-1.0522,0.8327,0.0406,0.8572
10.8270,0.8934,8.8273,-3.9260,8.6098,-1.0687
8.2827,-1.1027,-2.8758,10.8580,0.4911,10.6910
9.6316,-2.1304,3.1801,-0.9563,6.0805,9.9698
10.2990,13.6060,-1.1526,-2.8072,0.0751,7.1176
-0.8518,0.6814,-0.3708,-1.8454,9.7897,8.4389
8.6905,7.5716,-1.8998,1.0933,-0.0595,11.8850
1.0512,1.6148,11.9130,10.7210,0.9803,-1.1535
-2.4327,1.6353,2.6491,8.4048,0.0932,11.1440
8.8613,-1.3906,1.2080,1.2421,13.3830,10.0570
1.1275,-0.3805,9.3378,11.3510,0.8624,-3.4148
11.1820,0.4042,-2.6458,-3.5069,3.3597,10.3960
8.8497,-0.3654,9.4678,10.9010,12.4270,9.6703
10.3140,-0.5761,0.8401,1.5274,-2.2313,11.0600
0.7865,4.7882,11.0000,9.0725,-3.6798,0.2732
-1.1957,-1.1283,3.3155,2.1447,-4.2009,2.3037
9.5882,-0.5780,1.5386,8.8490,0.7746,7.8154
0.8293,10.0640,0.4710,10.5830,10.9780,-1.1777
10.8570,1.1312,10.9330,10.2750,0.9599,9.3893
-0.7014,8.7665,-0.9357,1.3270,0.1819,8.5501
13.2360,0.8127,1.2456,9.5335,-1.2382,0.5071
12.8350,10.4930,-0.8597,7.4543,-0.0380,8.7149
12.5120,9.9374,13.7670,0.6408,9.3307,1.9416
10.9990,10.6750,10.8310,-3.0001,9.8404,12.2740
9.8169,2.1911,12.6920,8.8910,2.2802,10.9230
-1.8620,8.7009,10.3970,10.8140,-0.4011,12.1980
0.7360,-1.6034,11.3590,10.6950,10.6770,-1.1572
0.7449,2.5118,8.5343,0.8817,-0.2919,7.9602
1.0700,-2.1159,-0.4534,-0.5685,7.4256,10.4090
-1.4200,-0.0035,10.6080,2.4664,-0.7058,12.0310
2.9117,9.6561,0.4540,-2.8421,1.4498,11.6050
-1.5230,7.8349,10.9680,11.0740,11.1490,6.7915
-1.5264,9.9314,10.8510,8.2655,8.7731,0.1616
10.8970,2.8657,12.5310,-1.6957,-0.8446,12.8420
7.5722,1.6182,0.8188,10.2410,8.8925,-1.7283
1.4473,0.6351,-1.4702,11.5990,-1.0469,2.8409
1.0624,-1.8033,10.7510,0.3887,9.6427,-0.1009
-0.4646,10.0480,9.9005,10.0100,-2.5529,9.2342
10.3960,0.0707,-0.6857,0.3775,8.8017,8.7027
12.0930,0.7004,0.3947,0.4076,-3.6186,-0.1333
0.6638,2.7165,-0.6770,-2.2925,0.8112,-3.3503
10.1280,-1.1710,-0.6999,-1.2578,7.6741,-0.3131
11.6810,11.0960,2.0679,10.6730,11.8780,10.0460
11.0200,-0.4528,12.6380,10.3170,10.6090,-0.8025
-1.0898,9.6050,10.3360,0.0077,10.6190,10.8270
-0.6218,-1.3629,12.3500,2.0168,11.6980,12.1210
11.7730,7.3198,0.1996,8.4554,-1.2693,-2.1406
-5.0716,10.1400,-1.5568,0.9217,10.1090,-1.0163
12.3370,1.5860,10.5270,9.0775,-1.6453,2.5088
10.2270,3.3444,8.4250,8.0061,0.4924,11.4550
10.3890,10.9740,0.4306,10.7990,7.3758,9.9882
-2.8534,2.4570,-0.6238,10.4510,2.2605,-0.0943
14.1470,-1.1213,-1.5653,10.8590,11.7030,0.5283
10.0100,10.9520,6.5846,1.5173,1.1243,-0.5485
2.1861,2.1082,-3.5973,2.3649,-0.9285,12.4550
0.3099,-1.7648,11.4840,8.5105,-3.0977,-1.5644
8.4314,2.6432,-1.0943,-1.9678,1.8328,10.4030
9.8560,-0.4680,1.6857,-0.1726,10.8690,-1.6789
10.0830,-6.0042,11.1000,-0.2307,11.3800,10.6180
10.8880,1.6669,-0.4859,8.9459,9.0760,7.9313
12.4150,12.1460,0.0712,7.9410,13.4060,0.1602
7.5781,12.1620,0.5378,11.4980,-1.3246,-0.4010
9.9747,14.3970,8.7293,-2.6472,11.5120,9.7088
0.9262,10.5550,9.3173,0.3951,10.6540,8.8607
0.3482,0.7414,10.7210,0.4270,10.0260,-1.6104
8.7089,0.2113,1.1645,0.3565,-0.0021,-1.2680
10.4490,-0.2417,10.6060,8.4204,-3.7546,-0.5125
9.7266,12.4760,-0.6065,-1.5673,9.4440,-0.6236
10.7800,2.2310,-0.7635,12.4110,10.7510,9.4517
12.4570,6.5857,10.8610,1.0101,-2.5802,10.6760
9.4128,-1.8945,9.2519,9.5448,-0.4871,-0.9080
10.6220,12.0640,11.5790,-0.6112,4.9728,10.9610
-2.1330,12.1180,0.1780,10.7420,7.9888,11.4500
-0.0258,12.1320,0.2255,12.0880,-0.5956,-0.0726
-0.8468,2.3001,11.6100,12.0800,8.1856,9.9567
4.0523,0.2637,-0.2258,12.2150,1.4023,12.6140
9.9300,9.0474,9.1868,-0.6501,11.7500,1.0382
-0.9314,-0.6771,0.1580,10.6910,9.2683,12.8170
8.1276,9.9269,-1.7674,0.4174,1.1288,1.5318
9.2980,13.0370,2.2377,7.9809,0.5101,0.8425
-1.7410,-0.3222,11.5450,-0.9981,1.8187,0.4364
1.3764,1.2481,7.9331,0.3431,8.6715,11.5630
-0.0062,-0.8449,2.3696,9.3848,-0.7956,-2.9951
7.5225,9.9368,-1.6173,0.1216,-1.3975,9.5842
1.4291,0.3041,11.3040,2.2253,0.1605,0.0056
-2.2844,10.9280,11.6200,8.2382,-2.4728,-2.0803
9.3217,8.5783,9.1526,8.2377,0.0799,11.6850
1.2486,0.5077,12.3500,2.4726,10.1050,8.3623
10.3920,9.8283,-0.0487,-0.9929,-2.9538,-1.9358
1.8051,1.8779,9.2744,8.4007,11.7760,9.9173
1.8986,1.5648,0.4363,9.7798,7.7430,10.2050
0.2117,11.1600,1.8580,8.4525,0.7280,11.4170
-0.2175,9.3377,-0.3568,2.9773,7.4246,-1.1948
-0.7206,10.2850,14.2280,1.0011,-0.4675,-2.4742
0.6207,-0.9485,10.7120,1.4261,8.8234,-2.7946
11.2710,3.2524,1.8424,5.6039,-0.1372,9.7078
7.3937,12.7980,-1.3740,10.3300,12.6060,9.3498
12.2670,10.4020,2.2056,1.6333,-2.2888,9.4372
-3.1600,-2.0593,9.6166,10.2790,-2.7377,11.1800
-0.1515,10.0240,11.2140,11.8060,9.1245,0.5298
-1.9219,9.0288,9.9416,-1.6834,-1.7037,8.6668
-0.7657,10.3650,-0.1165,1.8758,9.0466,2.0200
10.6320,-0.8764,1.0342,0.7093,0.5134,2.2102
-0.5170,8.1037,-1.5062,9.8440,1.3782,-2.4380
12.8510,0.8619,-1.3809,-1.8750,9.9504,-0.6395
9.6380,2.0400,11.8930,1.1519,10.6150,0.6149
10.8440,-0.0871,-0.0585,7.9252,11.4400,1.3492
9.1617,10.8900,-1.1756,0.4170,9.1381,12.1350
8.7034,2.3136,0.3222,12.0070,2.3983,-0.3897
10.6220,10.2330,6.7211,11.1140,8.8998,-3.0747
-0.2388,-1.1095,0.0484,6.5462,1.0829,0.2842
-1.4488,9.8107,10.5940,10.6010,10.7030,-2.4469
7.4800,11.0890,12.6920,-1.0387,10.0910,4.0483
12.7670,1.6560,11.3490,0.1291,10.4920,9.8387
12.3450,13.4320,7.9559,0.5549,9.9108,-2.0549
-1.0437,0.8797,10.4710,9.3362,3.5001,1.0640
1.6837,-0.6686,8.8636,-0.4052,10.1300,11.2500
0.2002,1.5268,1.6726,0.0765,13.9710,9.5543
0.1562,0.6516,10.6680,0.4063,11.5520,0.2802
-1.7722,7.1588,7.1704,10.4060,0.3324,10.7150
1.5603,9.7807,-0.3675,-1.3944,1.8272,0.5988
9.7054,8.1708,-2.4071,-0.3566,8.3258,-1.0374
9.8982,8.9603,0.9332,9.5255,-2.2723,8.8075
10.3840,10.4550,0.1222,-0.9897,9.5852,-1.2264
9.7703,-0.4650,1.4287,1.3970,-2.4601,2.1018
2.1132,-0.8864,11.1330,9.4322,8.3148,2.6244
10.0600,11.1260,-2.1000,1.3263,9.2665,-1.2254
-0.6531,10.7620,11.0300,-1.4328,10.1800,8.6597
9.9634,11.5490,10.7810,-0.4622,11.8300,-0.3174
0.4977,12.3350,9.8495,-2.3553,-0.3282,-0.5972
0.3266,9.0068,13.5680,2.0096,-0.2662,1.1532
0.4712,10.8230,9.3179,-0.3156,9.9626,8.5353
9.6998,2.4841,-0.0112,1.9887,10.7520,1.0033
9.2981,-0.1499,-1.0034,8.8581,1.7345,-1.5364
10.9340,1.5351,-0.5309,0.0095,7.9102,0.0349
10.5250,-0.5618,-0.5331,11.9860,10.7080,10.3400
9.1654,0.0839,9.4483,1.2812,10.6990,11.3620
9.6753,9.2223,10.7530,9.8986,-0.6133,-0.5747
9.9483,8.1774,10.2740,0.0446,2.3892,-1.6160
-0.0373,10.5850,12.2510,11.4520,8.7503,2.0182
6.5808,3.7955,-0.1929,12.1260,8.4157,6.6140
10.3600,5.6727,-1.1512,12.6550,0.9100,-2.4589
-0.9235,4.9856,7.0166,11.6280,8.3521,8.8353
8.5658,12.6260,10.0300,9.0639,9.2256,13.5460
-0.3744,0.6899,8.1601,-0.1468,0.9056,8.7051
0.1315,13.3890,10.4590,-0.3403,2.7914,-2.4830
2.7421,1.8536,-0.2349,2.1807,0.4148,-0.2836
-1.6405,-1.1200,11.8760,-0.1175,10.6030,12.0880
9.4799,10.0410,12.2820,8.7338,11.0780,9.8755
9.2510,9.4180,10.2350,0.0877,9.1150,-1.6573
-2.5448,12.7510,3.4634,-0.7940,-1.3787,-1.0048
9.3097,9.4355,8.5675,10.4300,9.1636,11.8260
8.5871,8.9542,8.4349,-0.2042,11.0330,-1.8905
11.7810,8.7978,7.0429,7.6717,-2.1294,9.5070
-0.1817,-1.6298,1.3597,2.1551,11.9730,8.2968
10.6490,10.5300,8.9045,2.2431,-0.8969,14.2970
-0.8736,2.9550,8.6393,0.3726,-0.8239,11.5550
1.0856,10.0630,8.9275,9.2040,6.1328,-2.1168
0.5580,-1.5065,8.8502,9.9585,0.3647,10.3730
11.6320,-0.8820,9.2856,12.5410,-0.2909,-0.6078
12.1830,3.9856,11.2580,1.6002,9.7681,10.8870
12.4790,-1.4645,8.9349,9.2860,0.5764,9.1228
-2.2094,2.0200,-1.5572,9.9754,9.5970,1.8991
-3.7729,-2.0397,9.1213,-2.2193,10.0240,-1.0491
-0.5252,9.2671,1.9540,10.8510,12.4770,1.2011
1.2608,8.4231,-0.4503,10.8630,0.9296,-3.1228
-3.9868,10.4930,7.4707,9.5285,11.4680,3.7504
6.6583,2.3548,13.3410,0.4554,0.5001,-0.5966
9.3674,8.7650,10.9290,10.5910,8.5318,4.0355
-0.6965,10.2300,11.0560,1.6493,1.3405,2.1860
9.7241,-1.1187,-0.4788,11.2370,0.4872,-2.9258
-1.2214,2.3050,9.4821,7.6955,9.3594,0.4376
0.0087,9.2088,3.1080,3.2106,12.8560,-2.3450
3.3666,9.5876,10.1140,10.8940,10.5860,11.5070
-2.2484,11.5760,-0.2644,2.2439,10.3230,-2.3910
-0.5890,8.1220,9.6229,0.6579,0.8537,-1.2593
8.6630,-2.4365,2.9306,-0.4790,-0.8168,10.0380
11.4150,0.1677,8.5509,7.1418,7.1822,8.7563
6.2212,9.1243,9.3893,0.7453,-2.7743,10.0200
0.8424,10.1740,11.3530,10.8840,7.4029,7.3277
3.2069,1.0572,1.2361,8.1826,-2.2393,0.4381
1.5721,9.5925,11.6840,0.0012,-0.7291,11.3840
8.3236,11.5900,-2.0132,12.7090,9.9224,10.5050
-2.5924,10.2120,0.1438,1.0774,8.3512,-1.5489
8.1961,10.9800,0.7280,9.6359,9.0156,-0.3069
0.9001,0.7658,8.7019,2.5262,-4.2790,9.7452
-0.1177,1.2274,2.1322,11.0640,7.3382,7.4199
12.7790,9.7253,-0.5529,9.9838,8.0426,7.2170
9.8244,0.7875,10.8110,-1.3852,11.7220,1.7506
10.3840,-0.8886,-1.1828,10.8140,10.6410,9.1349
1.3063,9.3847,10.1450,-1.3935,0.2448,-2.6673
2.0464,-0.3585,-3.0730,7.6892,-0.6758,7.6451
-1.1169,11.8260,8.3552,5.7317,2.1936,9.4845
-0.8593,0.1454,2.0549,0.8083,-0.1622,7.6490
0.6246,9.6615,11.8630,-3.6109,0.1899,1.8005
11.0870,-0.7381,1.0655,10.9370,-1.1980,1.8079
-2.8433,11.3560,1.9548,10.7880,1.0175,-0.6873
-1.0221,8.5485,9.3502,0.5253,-2.6390,3.1002
10.9970,9.6835,-1.9138,0.9354,10.8220,8.4528
-0.6088,3.1668,1.1840,-0.6173,10.1410,0.7084
11.1710,9.0216,10.1810,-0.2407,11.6720,10.4040
0.8461,9.9073,10.3790,9.8403,13.8890,9.3770
9.4222,10.0240,-1.7629,8.7670,9.7404,6.4013
-0.8431,8.1844,11.0800,-0.1685,-1.0455,3.2574
9.7997,-0.6908,8.7286,-2.4033,-1.1175,0.4219
9.8442,10.9840,-2.1118,12.0530,-0.1956,8.0037
-0.0824,8.5676,9.2510,13.0680,8.1434,9.7235
8.9654,1.8670,8.5681,9.8745,-0.2487,10.9200
-0.2853,-0.2198,3.6944,10.0890,6.8604,9.2431
-0.3970,9.8463,-0.7140,10.0950,10.6870,2.3049
-1.1044,0.7048,8.0981,12.3520,-1.7602,10.5550
9.8924,-1.6443,9.5739,8.3172,-1.1804,-0.0192
1.0166,0.2862,-1.2532,1.3315,-1.5511,9.7132
1.9810,1.4840,1.2729,8.1672,0.3598,0.3817
-0.7007,2.0548,0.6063,10.2250,9.5709,9.2714
8.0058,12.4660,0.7628,8.9208,-1.1080,8.8469
8.1691,-0.3927,10.4380,12.6110,9.6425,10.6630
10.0240,9.5994,-0.5368,11.2070,-1.1229,9.2346
10.1370,10.8660,8.0263,9.5211,14.0220,8.0900
0.1229,-0.9519,0.6021,2.2638,6.9620,-0.5757
-0.6424,9.9118,8.9457,9.1099,9.1966,0.0078
-1.1171,-0.3393,11.4730,2.9520,10.8060,2.8103
11.3950,-2.0095,-0.3629,-1.3452,7.7525,10.2260
13.0120,9.3477,7.8610,9.5976,7.4349,7.4212
10.1940,7.6911,6.8068,8.6557,10.2520,-0.6280
10.3390,9.0252,0.3482,2.7099,2.4075,12.7560
-0.8135,14.1790,9.3246,11.3020,9.7855,11.4330
9.5411,9.5942,9.0303,13.6210,0.7427,1.3122
-0.1044,0.9892,10.3680,9.8000,8.9234,-0.5623
-1.7821,-0.0894,0.9134,-1.4475,9.7083,11.2250
0.0894,-0.7321,-0.4778,8.1488,-3.6025,1.5345
8.4235,10.3670,-1.2467,7.5044,13.7320,11.5350
9.2038,9.7483,0.2459,11.2860,-2.0094,0.5424
1.7500,10.5230,0.1745,10.8430,0.0533,11.3680
2.6449,-0.5935,9.0190,9.9189,11.5840,2.6763
9.8039,0.1611,11.3850,10.8020,0.0848,9.7738
-1.0357,9.3484,7.3430,1.5789,2.3612,12.3470
12.6840,-0.4191,9.9020,7.1541,0.5660,0.6085
9.1617,11.7470,10.3020,1.0835,-1.0359,0.8776
-0.5298,10.2620,6.8405,9.8153,12.3270,8.4701
11.4320,11.5150,11.9150,0.9650,9.3642,-1.5422
9.6551,8.6707,8.6791,8.2118,10.9270,-1.4040
10.2980,2.1980,10.1120,-2.5165,-0.6310,-3.5434
10.9460,-0.2645,1.5281,9.2769,-1.6520,1.9364
8.7354,-2.1527,10.5820,-0.3203,1.2938,-0.3340
9.2877,1.2955,-2.4351,8.8684,-0.6824,12.1820
0.1961,-0.0038,-1.4859,-0.4642,-3.5267,9.3167
12.4420,10.9040,-0.5068,11.6240,-1.9008,-3.3003
-1.9214,-1.7753,2.5562,10.5180,12.0210,10.1120
12.3740,7.6929,-0.2393,-1.3448,0.0127,9.3715
1.5398,9.5889,1.9451,10.5480,10.2940,9.3697
11.0670,9.6434,9.0698,10.4220,9.4545,-0.7282
0.7104,10.4880,8.8102,9.0138,10.4600,12.1790
9.4899,12.3760,-0.2644,11.7730,6.9231,0.7242
11.0840,-1.9161,11.9920,1.2785,9.5249,0.5543
11.1270,-0.1465,-0.7543,9.0543,-0.4877,0.8986
-1.3742,11.9870,0.7629,7.0909,10.2400,12.4560
9.3751,-2.3527,11.1670,11.6830,8.1425,-0.3751
9.6193,-1.0394,-1.3132,9.4109,1.3919,-3.7222
12.0840,11.3500,10.3580,10.4330,0.9345,0.5662
8.7722,10.0510,7.7371,-0.6563,8.8132,-2.1927
-0.9304,-0.7384,11.7910,8.2927,10.3100,10.8940
-0.3295,10.0010,-0.7913,1.9616,2.4470,-0.5913
-0.9628,7.6945,-0.2072,11.1380,-0.6485,12.5200
9.3272,1.2242,-0.8453,-2.1070,9.6863,9.3322
9.7634,10.0300,9.1627,8.7699,1.8377,7.5999
2.7662,12.8440,-0.2428,-3.4250,10.0320,0.9004
-2.6780,9.7696,-0.5742,12.1300,7.9368,-1.2908
11.6240,9.8807,1.2320,8.9698,-1.1368,8.4735
13.0770,9.6277,-3.1658,-2.0108,10.2000,8.7929
13.0290,0.9743,7.8543,-0.0078,12.8090,-0.1007
7.3755,1.2319,10.4030,10.5850,9.7401,11.5820
0.9343,11.8300,5.7258,2.6741,2.8210,7.3988
9.6879,11.6730,9.0744,8.3969,9.2363,1.2944
2.0117,1.9488,8.0533,-1.1045,1.5383,11.2860
8.8109,10.5810,0.2617,-1.6930,2.8414,8.5830
10.8150,-1.0997,-1.5537,9.5685,0.2072,-2.4603
0.9126,1.4425,-0.6874,-0.2359,7.9170,1.7687
1.2866,7.4524,-1.0479,0.7676,9.4618,-0.6513
11.0600,0.1430,0.8113,12.7940,12.2680,10.1020
10.0670,2.8305,12.5380,-0.5669,10.6810,-0.7834
10.8830,9.2046,7.7455,10.2600,0.9971,9.6726
7.4031,-0.2247,-1.3209,10.5810,11.8240,-0.2865
8.6750,7.2130,3.4110,10.3300,2.5688,3.3261
11.0030,-2.5153,-2.5779,1.6528,10.7190,9.3806
8.4942,1.0850,0.7523,9.3094,6.9831,0.5193
10.7200,2.0192,0.5682,2.6156,7.5339,12.8630
10.5450,1.1636,1.7862,1.2160,0.2856,-1.0279
11.3230,12.0570,11.8420,8.0420,11.8740,-0.5756
-1.7917,0.7220,10.6560,0.1591,13.3660,1.6488
9.1775,-0.0377,-1.0379,-1.3191,1.9173,1.1971
0.1018,-0.4600,-0.7275,0.2605,-0.0380,9.8180
0.4401,8.9740,9.7797,-0.4051,0.3720,1.4547
8.5091,-1.4952,-2.3463,11.7190,0.2255,-0.2701
-1.5235,3.2652,11.3160,10.7580,6.4125,10.9920
-1.5599,8.4313,1.9046,10.4070,12.6170,-0.1043
10.1230,1.8055,-1.6352,9.4970,9.3763,8.8366
-3.3779,-0.0236,7.8402,8.2832,0.6495,12.4520
-0.2699,1.9530,8.8137,0.8132,9.8278,8.3118
11.4280,10.3640,10.2840,9.9853,-1.5612,1.6656
0.6643,7.3731,10.8770,-0.9138,1.8837,-3.7786
11.2580,10.6730,-2.2506,0.5680,9.1719,10.7420
2.1742,8.7124,9.7228,11.4340,-0.7394,-1.8029
0.1915,7.7483,9.4150,0.8479,1.8223,0.7136
9.4087,-0.7487,11.1670,1.1975,0.0138,1.8608
3.4860,0.0293,-2.2176,10.1430,-2.4767,7.8332
10.1650,-0.3314,10.2510,1.8315,-1.5339,10.6080
11.2190,-4.3252,7.9805,9.2188,0.6150,13.0710
11.8650,11.2530,7.7865,9.6541,1.9588,-1.6243
-0.6590,11.6850,10.0110,-1.0434,9.2704,8.1231
8.4249,0.0363,1.3873,2.1525,-0.2497,10.4730
8.2593,-0.6847,0.5734,7.7301,11.5270,7.5421
8.5370,-1.2370,2.5525,9.2187,5.1181,-2.2527
-0.9402,0.8031,-2.2237,6.6774,0.0295,2.5970
-0.0272,-1.8084,1.9659,12.7530,3.1789,-1.4603
2.4580,2.3163,0.2803,-0.5000,-2.8369,-0.1513
1.1633,0.0780,11.0140,-0.0633,9.2139,1.2370
0.4353,1.6363,10.4590,-0.2776,10.7480,10.6010
10.9610,-0.0395,14.5410,1.4869,0.6210,12.4940
-2.5277,-1.8562,8.6420,13.5350,-0.1623,-2.4067
-2.3797,-1.3035,-0.3455,-0.7760,9.2071,1.2595
-0.2190,11.6000,-3.3070,11.6940,1.2502,10.1690
8.0920,2.1285,1.5459,12.8740,8.9371,1.6359
8.6312,-2.1215,0.4885,2.3237,-1.0228,0.4845
2.5803,8.0283,9.9163,2.3128,1.1715,14.4430
10.8040,-1.4350,8.8784,11.9340,10.4190,0.5392
9.0566,11.3250,-0.6424,2.8137,8.9852,-1.3363
10.9420,-1.1452,9.9343,9.3785,2.2601,0.2382
2.6716,-0.6561,1.9437,10.2140,11.5180,-1.7082
10.8060,-0.2405,-0.9060,11.2840,11.5700,0.1803
10.0320,11.0340,1.2373,10.4810,8.4018,8.2616
9.4867,9.1792,1.2472,10.9960,10.2630,-2.0043
9.8113,-0.9219,1.5116,2.7228,10.6380,8.3059
8.9517,0.5086,8.3899,1.2573,8.9971,-1.2490
-0.8725,-0.3468,7.5668,9.2175,9.4146,-1.1471
8.7452,-1.3863,11.1160,0.6482,0.9057,-3.4210
10.8690,8.7282,1.0946,-1.7895,10.9350,0.9187
7.7830,3.4454,10.4460,3.2114,8.4131,-0.4145
10.3360,12.1440,-0.3148,13.0370,1.6690,2.6290
10.8990,-0.9332,12.2150,2.2017,-2.5261,8.8343
10.1300,-0.2994,9.7525,10.1740,0.4310,-0.7735
6.6875,0.5824,11.2570,6.5639,8.5220,-0.0289
-2.0401,-1.0048,8.8604,1.9683,9.9199,-4.2054
10.3890,1.5338,13.1440,9.5265,10.5940,0.9498
-2.0995,12.5300,11.9940,0.9680,-1.5642,4.1441
-1.2986,-2.1494,10.4400,11.4460,7.9364,9.6858
12.6170,10.5370,10.5230,-1.2095,3.5843,-0.1148
9.1503,9.1574,11.7900,-0.9770,9.8660,-1.1984
1.3494,-0.5099,-0.8645,12.7920,9.3968,7.8512
0.2328,-0.0106,8.3795,9.8201,7.3509,-0.8700
0.9218,10.2040,1.2055,8.9744,11.8410,12.8280
10.8960,0.5354,7.0532,-0.6930,12.3370,1.1712
-1.2310,8.0414,11.4880,-2.2703,9.9511,-3.5500
-0.9180,2.1511,9.8647,7.1913,1.6597,3.2357
1.2844,0.9659,-0.4043,9.3262,10.7760,-3.1750
-0.7464,13.7640,-1.7909,11.6970,12.1390,9.6471
9.5013,10.3450,0.2969,-2.7291,11.1370,1.6600
1.3336,2.1350,-1.8758,-4.9926,-0.1921,2.5067
1.7905,-1.7479,0.8220,10.9700,-1.9883,-2.0314
11.8970,9.6046,2.8315,1.3396,12.7090,-1.3455
0.3263,10.0410,3.4050,0.8581,11.1520,-0.9656
0.7376,11.3320,-3.5381,-4.2342,12.6220,9.2617
10.2860,10.6050,-1.5178,11.2860,9.0196,8.5871
1.0883,-0.8997,8.9242,-0.3862,10.9300,10.1570
0.4243,9.7926,-3.4200,8.5563,-0.4198,10.1350
1.2788,0.4957,2.2159,-3.0814,11.2860,9.2835
-0.1835,9.9171,-1.0558,0.6054,-2.3764,-0.9779
9.7609,10.9350,1.4644,10.6270,-0.6039,-0.8406
13.4750,-0.9352,0.4465,12.3020,11.2520,10.2290
-0.4973,10.9810,0.2534,8.1535,-0.3864,0.6288
9.1472,8.8271,8.5822,9.3232,1.8467,11.1970
12.6060,-0.9495,6.6666,12.4040,-2.7953,11.7990
